age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
39,fit,NA,socially,never,graduated from ph.d program,white,66,-1,education / academia,NA,gay,likes dogs and has cats,catholicism and laughing about it,f,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish",single
28,athletic,anything,socially,never,graduated from masters program,white,71,-1,NA,NA,straight,has dogs and likes cats,atheism,m,NA,no,english,single
31,average,NA,socially,never,graduated from college/university,white,74,-1,sales / marketing / biz dev,NA,straight,NA,atheism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), irish (okay), spanish (okay), latin (okay), french (okay)",single
33,athletic,vegetarian,NA,NA,graduated from masters program,NA,67,250000,executive / management,"doesn&rsquo;t have kids, but might want them",straight,has dogs and has cats,judaism and somewhat serious about it,m,scorpio,NA,"english (fluently), russian (fluently)",single
52,athletic,NA,socially,NA,graduated from college/university,NA,69,100000,construction / craftsmanship,has a kid,straight,likes dogs,NA,m,gemini and it&rsquo;s fun to think about,no,english,single
49,fit,anything,socially,never,law school,white,75,-1,NA,NA,straight,likes dogs,christianity,m,NA,no,english,single
25,average,NA,socially,never,graduated from college/university,white,76,60000,sales / marketing / biz dev,doesn&rsquo;t have kids,straight,has dogs,christianity,m,leo but it doesn&rsquo;t matter,no,english,single
40,fit,mostly anything,not at all,never,graduated from college/university,white,69,30000,other,"has a kid, but doesn&rsquo;t want more",straight,NA,other and somewhat serious about it,f,libra and it&rsquo;s fun to think about,no,english,single
29,NA,NA,socially,never,graduated from college/university,white,70,-1,law / legal services,doesn&rsquo;t want kids,straight,likes dogs and likes cats,agnosticism,m,leo but it doesn&rsquo;t matter,no,english,single
25,fit,NA,NA,NA,graduated from college/university,white,72,-1,banking / financial / real estate,NA,straight,NA,judaism,m,NA,NA,english,single
34,fit,mostly anything,socially,never,graduated from masters program,white,67,-1,executive / management,"doesn&rsquo;t have kids, but wants them",straight,likes dogs,catholicism but not too serious about it,f,NA,no,"english (fluently), spanish (okay)",single
46,curvy,anything,rarely,never,working on college/university,other,66,-1,student,doesn&rsquo;t want kids,bisexual,likes dogs and likes cats,other and laughing about it,f,scorpio and it&rsquo;s fun to think about,no,english (fluently),seeing someone
40,fit,NA,socially,sometimes,graduated from college/university,white,80,20000,artistic / musical / writer,NA,straight,likes dogs and likes cats,atheism and somewhat serious about it,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",available
23,curvy,mostly anything,socially,NA,graduated from college/university,white,70,-1,other,NA,straight,likes cats,judaism but not too serious about it,f,taurus and it&rsquo;s fun to think about,when drinking,"english (fluently), french (okay), russian (poorly)",seeing someone
25,average,NA,socially,never,graduated from college/university,pacific islander,64,-1,science / tech / engineering,NA,straight,NA,catholicism,f,sagittarius,no,english,single
30,fit,NA,socially,never,working on ph.d program,NA,70,-1,education / academia,doesn&rsquo;t have kids,straight,likes dogs,judaism,m,sagittarius,no,english,single
26,fit,NA,socially,sometimes,graduated from college/university,white,63,-1,entertainment / media,NA,straight,likes dogs and likes cats,NA,m,taurus,no,"english, other",single
36,average,strictly vegetarian,NA,never,graduated from college/university,white,70,-1,artistic / musical / writer,NA,straight,NA,NA,m,NA,NA,english,seeing someone
36,athletic,NA,socially,NA,graduated from college/university,"asian, indian",68,-1,NA,NA,straight,NA,NA,m,NA,no,"english, other",single
38,fit,mostly vegetarian,socially,NA,dropped out of college/university,white,73,-1,executive / management,has a kid,straight,likes dogs and has cats,buddhism and laughing about it,m,libra but it doesn&rsquo;t matter,no,"english (fluently), sign language (poorly)",married
30,average,NA,socially,never,NA,white,69,-1,computer / hardware / software,doesn&rsquo;t want kids,straight,likes dogs and likes cats,atheism and somewhat serious about it,m,gemini but it doesn&rsquo;t matter,no,english,single
25,jacked,mostly vegetarian,socially,never,working on college/university,white,71,-1,hospitality / travel,NA,gay,likes dogs and has cats,agnosticism and laughing about it,m,capricorn and it&rsquo;s fun to think about,yes,english (okay),single
26,thin,strictly anything,very often,never,graduated from college/university,NA,72,-1,NA,NA,gay,NA,agnosticism and laughing about it,m,capricorn and it&rsquo;s fun to think about,yes,english,single
30,curvy,NA,NA,NA,graduated from law school,white,64,-1,law / legal services,NA,gay,has dogs and likes cats,catholicism and laughing about it,f,scorpio and it&rsquo;s fun to think about,no,english,single
18,thin,NA,not at all,sometimes,working on two-year college,"asian, white",72,-1,student,NA,bisexual,likes cats,agnosticism and laughing about it,m,scorpio but it doesn&rsquo;t matter,sometimes,"english (fluently), c++ (poorly)",single
34,average,NA,socially,never,NA,asian,66,-1,executive / management,NA,straight,NA,NA,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), thai (okay), other (okay)",single
34,fit,mostly vegetarian,socially,never,NA,"black, native american",69,-1,artistic / musical / writer,NA,straight,NA,NA,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single
28,curvy,NA,often,never,graduated from college/university,white,74,30000,hospitality / travel,NA,gay,likes dogs and likes cats,christianity,m,virgo but it doesn&rsquo;t matter,no,english,single
38,athletic,NA,socially,never,working on college/university,white,70,40000,hospitality / travel,NA,straight,NA,atheism and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,english,single
50,overweight,NA,often,never,NA,white,68,-1,clerical / administrative,NA,straight,likes dogs and has cats,NA,f,virgo and it&rsquo;s fun to think about,no,english,single
19,average,NA,not at all,never,dropped out of two-year college,black,74,-1,NA,"doesn&rsquo;t have kids, but might want them",straight,NA,christianity and somewhat serious about it,m,leo and it&rsquo;s fun to think about,sometimes,english,single
32,thin,anything,socially,never,graduated from masters program,white,64,60000,education / academia,NA,straight,has dogs,catholicism,f,capricorn but it doesn&rsquo;t matter,no,english,single
58,thin,strictly anything,rarely,never,graduated from masters program,white,75,-1,other,doesn&rsquo;t have kids,straight,likes dogs and likes cats,buddhism,m,NA,no,english,single
54,curvy,mostly anything,socially,never,graduated from two-year college,white,64,-1,medicine / health,NA,straight,likes dogs and likes cats,buddhism and laughing about it,f,cancer and it&rsquo;s fun to think about,sometimes,"english (fluently), french (okay), chinese (poorly), spanish (poorly)",single
26,average,mostly anything,socially,NA,graduated from college/university,white,62,-1,NA,NA,straight,likes dogs and has cats,judaism but not too serious about it,f,leo and it&rsquo;s fun to think about,NA,"english (fluently), russian (fluently)",single
27,athletic,mostly anything,socially,never,graduated from college/university,white,67,-1,medicine / health,NA,straight,likes dogs and likes cats,christianity but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single
25,average,mostly anything,socially,NA,college/university,white,75,-1,science / tech / engineering,NA,straight,likes dogs,NA,m,aquarius,no,english,single
31,athletic,strictly anything,socially,never,graduated from med school,white,72,-1,medicine / health,doesn&rsquo;t have kids,straight,NA,agnosticism but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), norwegian (poorly)",single
24,skinny,anything,socially,NA,working on law school,white,62,-1,student,NA,gay,likes dogs and has cats,atheism,f,leo and it&rsquo;s fun to think about,NA,english,available
39,athletic,mostly anything,socially,NA,graduated from high school,white,64,-1,computer / hardware / software,NA,straight,likes dogs and likes cats,other but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,english (fluently),single
62,average,NA,socially,never,graduated from college/university,white,64,-1,artistic / musical / writer,"has kids, but doesn&rsquo;t want more",straight,likes dogs and dislikes cats,judaism but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,"english, spanish",single
29,fit,NA,often,sometimes,graduated from law school,white,67,20000,unemployed,NA,bisexual,likes dogs and likes cats,other but not too serious about it,f,capricorn and it&rsquo;s fun to think about,yes,english,single
33,thin,strictly vegetarian,socially,never,graduated from ph.d program,white,67,100000,computer / hardware / software,NA,straight,likes dogs and likes cats,atheism and laughing about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), c++ (fluently), lisp (poorly)",single
25,fit,NA,socially,never,graduated from masters program,white,65,-1,banking / financial / real estate,NA,straight,NA,catholicism and laughing about it,f,sagittarius but it doesn&rsquo;t matter,no,english (fluently),single
36,average,strictly anything,socially,NA,dropped out of college/university,white,69,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,likes dogs and has cats,NA,m,libra but it doesn&rsquo;t matter,when drinking,"english, german (poorly), spanish (poorly)",single
26,thin,anything,socially,never,college/university,white,68,-1,hospitality / travel,"doesn&rsquo;t have kids, but might want them",straight,likes dogs,NA,m,NA,no,english (fluently),single
36,athletic,NA,socially,never,NA,asian,70,-1,executive / management,NA,gay,NA,NA,m,libra,no,english,single
31,thin,strictly other,socially,NA,working on space camp,"asian, black, native american, indian",76,-1,artistic / musical / writer,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",bisexual,likes dogs and likes cats,agnosticism and laughing about it,m,gemini and it&rsquo;s fun to think about,yes,"english (okay), yiddish (fluently)",single
24,average,NA,rarely,never,graduated from college/university,white,70,-1,science / tech / engineering,NA,straight,likes dogs,atheism and somewhat serious about it,m,scorpio but it doesn&rsquo;t matter,no,english,single
24,average,vegetarian,rarely,NA,graduated from masters program,white,67,-1,NA,doesn&rsquo;t have kids,straight,likes cats,other,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), russian (fluently), french (okay), greek (poorly), serbian (poorly)",single
26,curvy,strictly vegetarian,socially,sometimes,graduated from college/university,white,64,-1,other,doesn&rsquo;t want kids,bisexual,likes dogs and dislikes cats,agnosticism but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), german (okay)",single
27,a little extra,anything,socially,never,graduated from college/university,hispanic / latin,68,-1,artistic / musical / writer,doesn&rsquo;t have kids,straight,NA,atheism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
26,fit,mostly anything,socially,sometimes,graduated from college/university,white,70,-1,entertainment / media,NA,straight,likes dogs and likes cats,NA,m,capricorn but it doesn&rsquo;t matter,sometimes,english,single
